cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien,day
94.52,Cielo cubierto,6,Este,102.92,20220530T00,31,95,20.9782,-89.4419,2,Yucatán,Tixpéhual,2.83,95.0,41.84,31.79,22.71,13.49,2022-05-30
91.42,Cielo cubierto,6,Este,92.86,20220531T00,31,95,20.9782,-89.4419,3,Yucatán,Tixpéhual,6.23,95.0,43.09,30.51,21.69,11.21,2022-05-31
85.56,Cielo cubierto,6,Este,94.24,20220528T00,31,96,21.1433,-88.152,0,Yucatán,Tizimín,11.88,95.0,38.9,32.06,22.32,9.82,2022-05-28
79.46,Cielo nublado,6,Este,106.64,20220529T00,31,96,21.1433,-88.152,1,Yucatán,Tizimín,13.33,91.07,42.76,32.62,23.46,12.71,2022-05-29
91.84,Cielo cubierto,6,Este,106.18,20220530T00,31,96,21.1433,-88.152,2,Yucatán,Tizimín,27.84,95.0,41.76,31.21,23.36,12.93,2022-05-30
91.65,Cielo cubierto,6,Este,96.26,20220531T00,31,96,21.1433,-88.152,3,Yucatán,Tizimín,12.1,95.0,49.38,25.02,23.19,10.7,2022-05-31
91.63,Cielo cubierto,6,Este,106.21,20220528T00,31,97,20.9023,-88.7523,0,Yucatán,Tunkás,13.92,95.0,33.9,34.61,21.59,7.05,2022-05-28
90.47,Cielo cubierto,6,Este,105.74,20220529T00,31,97,20.9023,-88.7523,1,Yucatán,Tunkás,2.97,95.0,37.03,33.96,23.22,8.54,2022-05-29
95.56,Cielo cubierto,6,Este,109.74,20220530T00,31,97,20.9023,-88.7523,2,Yucatán,Tunkás,6.13,95.0,44.95,30.15,22.95,11.4,2022-05-30
91.64,Cielo cubierto,6,Este,90.0,20220531T00,31,97,20.9023,-88.7523,3,Yucatán,Tunkás,6.13,95.0,46.11,28.77,23.17,9.87,2022-05-31
95.15,Cielo cubierto,6,Sureste,112.84,20220528T00,31,98,20.0719,-89.0503,0,Yucatán,Tzucacab,8.74,95.0,27.08,33.44,21.31,3.95,2022-05-28
87.01,Cielo cubierto,6,Este,104.73,20220529T00,31,98,20.0719,-89.0503,1,Yucatán,Tzucacab,2.63,35.96,39.0,31.73,22.75,7.59,2022-05-29
91.3,Cielo cubierto,6,Este,86.5,20220530T00,31,98,20.0719,-89.0503,2,Yucatán,Tzucacab,14.32,95.0,38.48,28.71,22.49,7.79,2022-05-30
91.59,Cielo cubierto,6,Este,81.27,20220531T00,31,98,20.0719,-89.0503,3,Yucatán,Tzucacab,14.72,95.0,43.19,26.22,21.81,7.83,2022-05-31
84.62,Cielo cubierto,6,Este,102.88,20220528T00,31,99,20.7178,-88.3171,0,Yucatán,Uayma,8.53,95.0,22.54,35.34,22.66,5.0,2022-05-28
90.44,Cielo cubierto,6,Este,108.19,20220529T00,31,99,20.7178,-88.3171,1,Yucatán,Uayma,1.16,95.0,37.15,34.36,24.05,8.26,2022-05-29
94.48,Cielo cubierto,6,Este,105.27,20220530T00,31,99,20.7178,-88.3171,2,Yucatán,Uayma,10.1,95.0,41.22,30.89,23.31,7.88,2022-05-30
91.64,Cielo cubierto,6,Este,84.75,20220531T00,31,99,20.7178,-88.3171,3,Yucatán,Uayma,3.33,95.0,43.31,26.56,23.59,7.01,2022-05-31
89.95,Cielo cubierto,6,Sureste,114.22,20220528T00,31,100,21.0317,-89.7464,0,Yucatán,Ucú,5.66,95.0,32.8,34.48,22.29,8.04,2022-05-28
85.07,Cielo cubierto,6,Este,98.78,20220529T00,31,100,21.0317,-89.7464,1,Yucatán,Ucú,2.74,95.0,42.72,35.25,22.53,10.43,2022-05-29
94.47,Cielo cubierto,6,Este,105.03,20220530T00,31,100,21.0317,-89.7464,2,Yucatán,Ucú,2.45,95.0,42.62,32.77,22.93,13.69,2022-05-30
90.85,Cielo cubierto,6,Este,93.8,20220531T00,31,100,21.0317,-89.7464,3,Yucatán,Ucú,4.72,95.0,45.77,31.68,21.65,12.92,2022-05-31
88.56,Cielo cubierto,6,Sureste,118.52,20220528T00,31,101,20.8819,-89.7483,0,Yucatán,Umán,12.65,95.0,30.79,34.39,21.9,7.48,2022-05-28
85.81,Cielo cubierto,6,Este,105.46,20220529T00,31,101,20.8819,-89.7483,1,Yucatán,Umán,2.46,95.0,42.26,35.34,22.27,9.89,2022-05-29
92.29,Cielo cubierto,6,Este,101.2,20220530T00,31,101,20.8819,-89.7483,2,Yucatán,Umán,4.44,95.0,41.96,32.33,22.74,13.19,2022-05-30
90.95,Cielo cubierto,6,Este,89.47,20220531T00,31,101,20.8819,-89.7483,3,Yucatán,Umán,7.65,95.0,45.26,30.28,21.64,12.21,2022-05-31
87.71,Cielo cubierto,6,Este,97.65,20220528T00,31,102,20.6897,-88.201,0,Yucatán,Valladolid,12.26,95.0,29.41,34.37,23.12,4.8,2022-05-28
92.96,Cielo cubierto,6,Este,107.12,20220529T00,31,102,20.6897,-88.201,1,Yucatán,Valladolid,1.05,54.05,37.4,33.98,24.61,8.71,2022-05-29
94.3,Cielo cubierto,6,Este,97.9,20220530T00,31,102,20.6897,-88.201,2,Yucatán,Valladolid,21.47,95.0,42.9,30.67,23.42,7.87,2022-05-30
91.67,Cielo cubierto,6,Este,79.71,20220531T00,31,102,20.6897,-88.201,3,Yucatán,Valladolid,10.74,95.0,43.6,25.17,23.64,6.44,2022-05-31
88.06,Cielo cubierto,6,Sureste,116.28,20220528T00,31,103,20.8335,-89.1837,0,Yucatán,Xocchel,11.9,95.0,26.92,34.66,20.62,5.95,2022-05-28
93.09,Cielo cubierto,6,Este,102.62,20220529T00,31,103,20.8335,-89.1837,1,Yucatán,Xocchel,1.81,95.0,38.35,33.59,21.64,7.79,2022-05-29
94.76,Cielo cubierto,6,Este,101.94,20220530T00,31,103,20.8335,-89.1837,2,Yucatán,Xocchel,4.35,95.0,41.93,29.7,22.45,11.51,2022-05-30
91.62,Cielo cubierto,6,Este,87.45,20220531T00,31,103,20.8335,-89.1837,3,Yucatán,Xocchel,10.76,95.0,43.11,27.08,22.02,8.68,2022-05-31
95.09,Cielo cubierto,6,Este,81.88,20220528T00,4,3,18.6378,-91.8364,0,Campeche,Carmen,6.04,8.63,37.71,26.31,23.76,9.35,2022-05-28
92.64,Cielo cubierto,6,Este,82.72,20220529T00,4,3,18.6378,-91.8364,1,Campeche,Carmen,17.65,71.56,40.01,31.78,24.37,10.74,2022-05-29
95.68,Cielo cubierto,6,Este,88.06,20220530T00,4,3,18.6378,-91.8364,2,Campeche,Carmen,80.91,95.0,32.41,28.66,23.72,8.3,2022-05-30
91.66,Cielo cubierto,6,Este,80.33,20220531T00,4,3,18.6378,-91.8364,3,Campeche,Carmen,38.61,95.0,37.71,27.52,23.23,10.51,2022-05-31
72.56,Cielo nublado,7,Sur,178.8,20220528T00,8,36,27.1305,-104.923,0,Chihuahua,Jiménez,3.74,30.8,73.5,33.97,22.23,14.24,2022-05-28
41.88,Medio nublado,7,Sur,196.47,20220529T00,8,36,27.1305,-104.923,1,Chihuahua,Jiménez,0.38,2.54,59.06,33.62,21.86,12.34,2022-05-29
0.89,Despejado,7,Sureste,131.68,20220530T00,8,36,27.1305,-104.923,2,Chihuahua,Jiménez,0.0,0.0,56.71,34.91,23.46,13.04,2022-05-30
0.71,Despejado,7,Este,101.29,20220531T00,8,36,27.1305,-104.923,3,Chihuahua,Jiménez,0.0,6.25,61.6,35.68,22.02,18.85,2022-05-31
94.47,Cielo cubierto,6,Sureste,117.41,20220528T00,31,104,20.5491,-88.8272,0,Yucatán,Yaxcabá,13.71,95.0,34.6,34.88,21.57,3.9,2022-05-28
93.01,Cielo cubierto,6,Este,105.36,20220529T00,31,104,20.5491,-88.8272,1,Yucatán,Yaxcabá,2.42,95.0,39.0,33.19,23.17,7.13,2022-05-29
94.25,Cielo cubierto,6,Este,90.93,20220530T00,31,104,20.5491,-88.8272,2,Yucatán,Yaxcabá,12.81,95.0,42.9,27.98,22.35,7.91,2022-05-30
91.24,Cielo cubierto,6,Este,80.43,20220531T00,31,104,20.5491,-88.8272,3,Yucatán,Yaxcabá,19.58,95.0,43.9,25.06,22.39,6.28,2022-05-31
84.42,Cielo cubierto,6,Este,88.38,20220528T00,31,105,21.0635,-89.4192,0,Yucatán,Yaxkukul,7.46,95.0,29.24,34.38,21.41,7.71,2022-05-28
88.91,Cielo cubierto,6,Este,99.13,20220529T00,31,105,21.0635,-89.4192,1,Yucatán,Yaxkukul,0.98,95.0,40.59,35.11,22.2,9.59,2022-05-29
94.71,Cielo cubierto,6,Sureste,124.58,20220530T00,31,105,21.0635,-89.4192,2,Yucatán,Yaxkukul,1.95,95.0,41.67,32.02,22.57,12.81,2022-05-30
91.48,Cielo cubierto,6,Este,94.48,20220531T00,31,105,21.0635,-89.4192,3,Yucatán,Yaxkukul,5.23,95.0,42.27,31.07,21.84,10.59,2022-05-31
85.57,Cielo cubierto,6,Este,82.74,20220528T00,31,106,21.2335,-89.1165,0,Yucatán,Yobaín,9.23,95.0,38.88,33.32,21.71,9.45,2022-05-28
90.87,Cielo cubierto,6,Este,91.62,20220529T00,31,106,21.2335,-89.1165,1,Yucatán,Yobaín,3.16,95.0,40.13,32.56,22.78,10.88,2022-05-29
93.4,Cielo cubierto,6,Sureste,113.01,20220530T00,31,106,21.2335,-89.1165,2,Yucatán,Yobaín,3.03,95.0,43.32,31.1,23.27,11.84,2022-05-30
91.62,Cielo cubierto,6,Este,95.78,20220531T00,31,106,21.2335,-89.1165,3,Yucatán,Yobaín,1.0,95.0,46.7,29.93,23.83,12.77,2022-05-31
53.74,Cielo nublado,6,Noreste,67.44,20220528T00,32,1,21.4709,-103.0912,0,Zacatecas,Apozol,0.0,0.0,46.96,34.1,13.63,12.0,2022-05-28
47.24,Medio nublado,6,Sur,198.81,20220529T00,32,1,21.4709,-103.0912,1,Zacatecas,Apozol,0.91,35.45,27.8,34.41,13.62,7.69,2022-05-29
25.55,Medio nublado,6,Sur,185.1,20220530T00,32,1,21.4709,-103.0912,2,Zacatecas,Apozol,0.11,0.0,18.47,34.2,12.97,7.17,2022-05-30
33.42,Medio nublado,6,Noreste,66.43,20220531T00,32,1,21.4709,-103.0912,3,Zacatecas,Apozol,1.57,95.0,42.5,34.52,13.36,12.45,2022-05-31
35.82,Medio nublado,6,Este,71.73,20220528T00,32,2,21.3884,-102.6812,0,Zacatecas,Apulco,0.0,0.0,50.1,33.29,12.64,15.39,2022-05-28
34.17,Medio nublado,6,Sureste,136.01,20220529T00,32,2,21.3884,-102.6812,1,Zacatecas,Apulco,0.0,0.0,27.16,33.88,12.87,10.96,2022-05-29
23.32,Poco nuboso,6,Este,82.5,20220530T00,32,2,21.3884,-102.6812,2,Zacatecas,Apulco,0.02,0.0,35.25,33.99,11.56,11.05,2022-05-30
28.26,Medio nublado,6,Noreste,65.47,20220531T00,32,2,21.3884,-102.6812,3,Zacatecas,Apulco,2.18,95.0,43.9,33.21,12.01,14.14,2022-05-31
49.0,Medio nublado,6,Este,104.09,20220528T00,32,3,21.8069,-103.4656,0,Zacatecas,Atolinga,0.0,0.0,27.41,33.76,12.17,8.75,2022-05-28
50.11,Cielo nublado,6,Suroeste,210.29,20220529T00,32,3,21.8069,-103.4656,1,Zacatecas,Atolinga,3.15,93.33,36.74,33.95,11.65,8.36,2022-05-29
45.87,Medio nublado,6,Suroeste,216.13,20220530T00,32,3,21.8069,-103.4656,2,Zacatecas,Atolinga,1.84,83.33,31.83,32.55,11.68,7.77,2022-05-30
13.9,Poco nuboso,6,Sureste,115.39,20220531T00,32,3,21.8069,-103.4656,3,Zacatecas,Atolinga,0.08,81.11,38.99,34.06,12.47,9.84,2022-05-31
65.48,Cielo nublado,6,Sureste,135.97,20220528T00,32,4,21.5045,-103.556,0,Zacatecas,Benito Juárez,0.0,0.0,25.6,33.46,13.14,6.7,2022-05-28
56.08,Cielo nublado,6,Suroeste,218.52,20220529T00,32,4,21.5045,-103.556,1,Zacatecas,Benito Juárez,2.56,95.0,33.6,34.02,12.2,7.55,2022-05-29
27.83,Medio nublado,6,Suroeste,227.65,20220530T00,32,4,21.5045,-103.556,2,Zacatecas,Benito Juárez,1.15,24.62,34.7,33.12,12.52,7.32,2022-05-30
29.79,Medio nublado,6,Sureste,130.35,20220531T00,32,4,21.5045,-103.556,3,Zacatecas,Benito Juárez,0.31,24.62,27.4,34.05,13.86,6.82,2022-05-31
20.07,Poco nuboso,6,Este,91.67,20220528T00,32,5,22.949,-102.7023,0,Zacatecas,Calera,0.0,0.0,50.26,26.07,13.09,15.72,2022-05-28
52.18,Cielo nublado,6,Sur,175.54,20220529T00,32,5,22.949,-102.7023,1,Zacatecas,Calera,0.33,74.67,48.17,25.99,14.35,11.88,2022-05-29
19.61,Poco nuboso,6,Este,94.66,20220530T00,32,5,22.949,-102.7023,2,Zacatecas,Calera,0.0,0.0,47.89,28.6,13.13,13.35,2022-05-30
1.94,Despejado,6,Este,98.26,20220531T00,32,5,22.949,-102.7023,3,Zacatecas,Calera,0.0,0.0,54.75,26.16,12.63,21.16,2022-05-31
14.87,Poco nuboso,6,Este,98.17,20220528T00,32,6,23.607,-102.7266,0,Zacatecas,Cañitas de Felipe Pescador,0.0,0.0,51.59,28.75,14.43,14.58,2022-05-28
51.71,Cielo nublado,6,Sur,197.57,20220529T00,32,6,23.607,-102.7266,1,Zacatecas,Cañitas de Felipe Pescador,0.33,71.88,52.78,29.75,15.36,13.67,2022-05-29
18.1,Poco nuboso,6,Este,108.5,20220530T00,32,6,23.607,-102.7266,2,Zacatecas,Cañitas de Felipe Pescador,0.04,0.0,51.32,31.67,14.51,18.01,2022-05-30
5.25,Despejado,6,Este,107.9,20220531T00,32,6,23.607,-102.7266,3,Zacatecas,Cañitas de Felipe Pescador,0.0,0.0,55.32,29.81,13.51,22.09,2022-05-31
2.15,Despejado,6,Este,111.27,20220528T00,32,7,24.6132,-101.4205,0,Zacatecas,Concepción del Oro,0.0,0.0,51.11,31.22,13.91,12.51,2022-05-28
21.23,Poco nuboso,6,Sureste,134.28,20220529T00,32,7,24.6132,-101.4205,1,Zacatecas,Concepción del Oro,0.27,4.0,47.38,31.7,15.29,9.58,2022-05-29
15.91,Poco nuboso,6,Sureste,126.34,20220530T00,32,7,24.6132,-101.4205,2,Zacatecas,Concepción del Oro,0.12,0.0,50.5,32.52,14.39,12.94,2022-05-30
1.22,Despejado,6,Este,100.39,20220531T00,32,7,24.6132,-101.4205,3,Zacatecas,Concepción del Oro,0.05,0.0,50.8,31.68,13.46,16.4,2022-05-31
16.39,Poco nuboso,6,Suroeste,229.61,20220528T00,8,37,31.7465,-106.485,0,Chihuahua,Juárez,0.0,0.0,66.7,40.31,18.6,26.81,2022-05-28
22.58,Poco nuboso,6,Suroeste,245.02,20220529T00,8,37,31.7465,-106.485,1,Chihuahua,Juárez,0.0,0.0,68.4,37.28,19.27,30.44,2022-05-29
0.14,Despejado,6,Oeste,252.71,20220530T00,8,37,31.7465,-106.485,2,Chihuahua,Juárez,0.0,0.0,52.36,36.03,17.16,22.29,2022-05-30
8.84,Despejado,6,Sur,182.84,20220531T00,8,37,31.7465,-106.485,3,Chihuahua,Juárez,0.0,0.0,44.08,36.59,20.17,8.5,2022-05-31
29.62,Medio nublado,6,Este,99.42,20220528T00,32,8,22.4487,-102.35,0,Zacatecas,Cuauhtémoc,0.0,0.0,48.76,28.62,12.89,16.98,2022-05-28
39.51,Medio nublado,6,Este,109.64,20220529T00,32,8,22.4487,-102.35,1,Zacatecas,Cuauhtémoc,0.0,0.0,41.36,28.89,14.48,11.93,2022-05-29
5.01,Despejado,6,Este,95.2,20220530T00,32,8,22.4487,-102.35,2,Zacatecas,Cuauhtémoc,0.0,0.0,53.02,30.76,12.85,15.39,2022-05-30
2.86,Despejado,6,Este,92.2,20220531T00,32,8,22.4487,-102.35,3,Zacatecas,Cuauhtémoc,0.0,0.0,51.52,28.95,12.29,19.26,2022-05-31
43.78,Medio nublado,6,Sureste,149.37,20220528T00,32,9,23.4774,-103.884,0,Zacatecas,Chalchihuites,1.06,38.64,53.3,29.79,10.14,11.0,2022-05-28
61.03,Cielo nublado,6,Sur,181.65,20220529T00,32,9,23.4774,-103.884,1,Zacatecas,Chalchihuites,6.39,94.55,41.01,28.15,8.95,9.53,2022-05-29
29.58,Medio nublado,6,Sur,167.36,20220530T00,32,9,23.4774,-103.884,2,Zacatecas,Chalchihuites,1.0,76.52,19.9,27.97,10.56,8.27,2022-05-30
8.51,Despejado,6,Este,89.75,20220531T00,32,9,23.4774,-103.884,3,Zacatecas,Chalchihuites,0.0,77.42,42.15,29.91,10.63,13.81,2022-05-31
26.28,Medio nublado,6,Este,82.71,20220528T00,32,10,23.1749,-102.8682,0,Zacatecas,Fresnillo,0.0,0.0,54.93,27.8,13.47,13.78,2022-05-28
58.67,Cielo nublado,6,Sur,180.78,20220529T00,32,10,23.1749,-102.8682,1,Zacatecas,Fresnillo,1.95,34.07,53.4,27.09,14.25,12.8,2022-05-29
19.39,Poco nuboso,6,Este,93.74,20220530T00,32,10,23.1749,-102.8682,2,Zacatecas,Fresnillo,0.38,0.23,51.5,29.7,13.44,13.58,2022-05-30
5.03,Despejado,6,Este,95.78,20220531T00,32,10,23.1749,-102.8682,3,Zacatecas,Fresnillo,0.0,35.11,56.9,28.12,12.87,19.04,2022-05-31
58.6,Cielo nublado,6,Sureste,121.56,20220528T00,32,11,21.2098,-103.4649,0,Zacatecas,Trinidad García de la Cadena,0.0,0.0,24.21,34.93,15.83,6.45,2022-05-28
34.71,Medio nublado,6,Suroeste,223.94,20220529T00,32,11,21.2098,-103.4649,1,Zacatecas,Trinidad García de la Cadena,1.04,92.27,35.3,34.86,14.74,8.42,2022-05-29
24.27,Poco nuboso,6,Oeste,252.56,20220530T00,32,11,21.2098,-103.4649,2,Zacatecas,Trinidad García de la Cadena,0.54,90.91,24.6,33.94,15.05,8.24,2022-05-30
35.4,Medio nublado,6,Sureste,138.28,20220531T00,32,11,21.2098,-103.4649,3,Zacatecas,Trinidad García de la Cadena,0.51,92.27,23.0,35.48,16.62,6.15,2022-05-31
27.39,Medio nublado,6,Este,91.71,20220528T00,32,12,22.4876,-102.4566,0,Zacatecas,Genaro Codina,0.0,0.0,53.26,25.59,10.82,17.11,2022-05-28
41.37,Medio nublado,6,Este,112.24,20220529T00,32,12,22.4876,-102.4566,1,Zacatecas,Genaro Codina,0.0,0.0,38.78,26.13,12.21,11.44,2022-05-29
13.27,Poco nuboso,6,Este,91.75,20220530T00,32,12,22.4876,-102.4566,2,Zacatecas,Genaro Codina,0.0,0.0,52.88,27.6,10.45,14.45,2022-05-30
2.88,Despejado,6,Este,90.55,20220531T00,32,12,22.4876,-102.4566,3,Zacatecas,Genaro Codina,0.0,0.0,55.25,26.21,9.85,19.84,2022-05-31
18.75,Poco nuboso,6,Este,92.57,20220528T00,32,13,22.9951,-102.74,0,Zacatecas,General Enrique Estrada,0.0,0.0,49.81,26.11,13.02,15.09,2022-05-28
55.71,Cielo nublado,6,Sur,179.89,20220529T00,32,13,22.9951,-102.74,1,Zacatecas,General Enrique Estrada,0.31,82.14,49.62,25.92,14.35,11.85,2022-05-29
20.82,Poco nuboso,6,Este,95.45,20220530T00,32,13,22.9951,-102.74,2,Zacatecas,General Enrique Estrada,0.0,0.0,45.4,28.63,13.23,13.03,2022-05-30
1.88,Despejado,6,Este,99.65,20220531T00,32,13,22.9951,-102.74,3,Zacatecas,General Enrique Estrada,0.0,0.0,53.83,26.27,12.67,20.65,2022-05-31
17.82,Poco nuboso,6,Sureste,123.65,20220528T00,32,14,23.9947,-103.0198,0,Zacatecas,General Francisco R. Murguía,0.0,0.0,49.41,30.89,15.66,11.86,2022-05-28
47.98,Medio nublado,6,Sur,187.3,20220529T00,32,14,23.9947,-103.0198,1,Zacatecas,General Francisco R. Murguía,6.55,52.99,59.9,31.35,15.11,12.69,2022-05-29
22.77,Poco nuboso,6,Este,110.36,20220530T00,32,14,23.9947,-103.0198,2,Zacatecas,General Francisco R. Murguía,0.22,0.0,53.5,33.27,15.05,15.45,2022-05-30
15.69,Poco nuboso,6,Este,109.6,20220531T00,32,14,23.9947,-103.0198,3,Zacatecas,General Francisco R. Murguía,2.35,43.17,56.31,31.25,14.03,19.04,2022-05-31
51.9,Cielo nublado,6,Este,81.95,20220528T00,32,15,21.9367,-103.0924,0,Zacatecas,El Plateado de Joaquín Amaro,0.0,0.0,45.36,33.32,10.9,11.22,2022-05-28
55.86,Cielo nublado,6,Sur,183.01,20220529T00,32,15,21.9367,-103.0924,1,Zacatecas,El Plateado de Joaquín Amaro,0.3,0.0,33.32,33.31,11.23,7.65,2022-05-29
39.7,Medio nublado,6,Sur,179.21,20220530T00,32,15,21.9367,-103.0924,2,Zacatecas,El Plateado de Joaquín Amaro,0.34,0.0,24.44,32.51,10.04,6.95,2022-05-30
10.07,Poco nuboso,6,Este,87.68,20220531T00,32,15,21.9367,-103.0924,3,Zacatecas,El Plateado de Joaquín Amaro,0.05,0.0,48.79,33.81,10.22,12.71,2022-05-31
27.15,Medio nublado,6,Este,98.37,20220528T00,32,16,22.6644,-102.1099,0,Zacatecas,General Pánfilo Natera,0.0,0.0,50.28,29.53,14.11,18.82,2022-05-28
45.13,Medio nublado,6,Este,109.59,20220529T00,32,16,22.6644,-102.1099,1,Zacatecas,General Pánfilo Natera,0.0,0.0,49.84,29.74,15.3,13.39,2022-05-29
2.37,Despejado,6,Este,99.9,20220530T00,32,16,22.6644,-102.1099,2,Zacatecas,General Pánfilo Natera,0.02,0.0,54.62,31.89,14.06,19.73,2022-05-30
1.93,Despejado,6,Este,95.19,20220531T00,32,16,22.6644,-102.1099,3,Zacatecas,General Pánfilo Natera,0.0,0.0,57.4,29.37,13.5,24.47,2022-05-31
25.18,Medio nublado,6,Este,96.08,20220528T00,32,17,22.7468,-102.5188,0,Zacatecas,Guadalupe,0.0,0.0,55.5,27.87,13.42,17.61,2022-05-28
43.25,Medio nublado,6,Sureste,136.28,20220529T00,32,17,22.7468,-102.5188,1,Zacatecas,Guadalupe,0.05,0.0,40.3,28.32,14.77,11.9,2022-05-29
7.92,Despejado,6,Este,99.72,20220530T00,32,17,22.7468,-102.5188,2,Zacatecas,Guadalupe,0.02,0.0,58.4,30.64,13.14,16.79,2022-05-30
2.0,Despejado,6,Este,100.3,20220531T00,32,17,22.7468,-102.5188,3,Zacatecas,Guadalupe,0.0,0.0,60.1,27.74,12.53,22.98,2022-05-31
83.95,Cielo cubierto,7,Suroeste,203.24,20220528T00,8,38,28.4231,-105.4306,0,Chihuahua,Julimes,0.6,40.79,69.9,35.46,21.95,14.43,2022-05-28
14.54,Poco nuboso,7,Suroeste,217.17,20220529T00,8,38,28.4231,-105.4306,1,Chihuahua,Julimes,0.0,0.0,58.24,36.63,20.42,22.0,2022-05-29
0.69,Despejado,7,Sur,179.03,20220530T00,8,38,28.4231,-105.4306,2,Chihuahua,Julimes,0.0,0.0,48.3,36.14,21.85,13.45,2022-05-30
14.25,Poco nuboso,7,Sureste,134.12,20220531T00,8,38,28.4231,-105.4306,3,Chihuahua,Julimes,2.28,79.51,58.49,37.2,21.98,14.66,2022-05-31
54.24,Cielo nublado,6,Este,75.28,20220528T00,32,18,21.7722,-102.972,0,Zacatecas,Huanusco,0.0,0.0,39.65,35.01,11.82,11.05,2022-05-28
50.33,Cielo nublado,6,Sur,175.23,20220529T00,32,18,21.7722,-102.972,1,Zacatecas,Huanusco,0.23,0.0,27.06,34.88,12.11,7.47,2022-05-29
22.54,Poco nuboso,6,Sureste,151.29,20220530T00,32,18,21.7722,-102.972,2,Zacatecas,Huanusco,0.11,0.0,19.8,34.7,11.26,6.96,2022-05-30
22.67,Poco nuboso,6,Este,77.83,20220531T00,32,18,21.7722,-102.972,3,Zacatecas,Huanusco,0.73,0.0,46.53,35.29,11.27,12.02,2022-05-31
54.36,Cielo nublado,6,Este,71.71,20220528T00,32,19,21.6322,-102.9758,0,Zacatecas,Jalpa,0.0,0.0,47.37,34.61,12.62,11.69,2022-05-28
48.76,Medio nublado,6,Sur,192.03,20220529T00,32,19,21.6322,-102.9758,1,Zacatecas,Jalpa,0.82,12.12,29.05,34.76,12.76,7.66,2022-05-29
23.34,Poco nuboso,6,Sur,168.08,20220530T00,32,19,21.6322,-102.9758,2,Zacatecas,Jalpa,0.16,0.0,21.57,34.59,11.96,7.2,2022-05-30
28.74,Medio nublado,6,Este,72.22,20220531T00,32,19,21.6322,-102.9758,3,Zacatecas,Jalpa,1.37,51.73,45.79,35.06,12.2,12.14,2022-05-31
29.82,Medio nublado,6,Este,82.62,20220528T00,32,20,22.6494,-102.9899,0,Zacatecas,Jerez,0.0,0.0,50.73,26.39,10.45,13.01,2022-05-28
54.59,Cielo nublado,6,Sur,173.21,20220529T00,32,20,22.6494,-102.9899,1,Zacatecas,Jerez,1.18,12.95,46.39,26.81,10.98,11.39,2022-05-29
31.56,Medio nublado,6,Este,102.38,20220530T00,32,20,22.6494,-102.9899,2,Zacatecas,Jerez,0.26,12.23,37.03,27.8,10.11,9.74,2022-05-30
3.48,Despejado,6,Este,82.59,20220531T00,32,20,22.6494,-102.9899,3,Zacatecas,Jerez,0.0,12.23,55.42,27.25,9.97,17.5,2022-05-31
49.59,Medio nublado,6,Sureste,127.37,20220528T00,32,21,23.2541,-103.7984,0,Zacatecas,Jiménez del Teul,0.71,10.48,33.07,29.48,8.74,11.08,2022-05-28
63.48,Cielo nublado,6,Sur,166.4,20220529T00,32,21,23.2541,-103.7984,1,Zacatecas,Jiménez del Teul,5.04,95.0,39.02,28.46,6.74,9.58,2022-05-29
31.84,Medio nublado,6,Sur,192.03,20220530T00,32,21,23.2541,-103.7984,2,Zacatecas,Jiménez del Teul,0.81,77.98,17.61,27.61,7.49,6.57,2022-05-30
16.63,Poco nuboso,6,Este,99.17,20220531T00,32,21,23.2541,-103.7984,3,Zacatecas,Jiménez del Teul,0.0,53.45,38.88,30.4,8.12,11.07,2022-05-31
31.33,Medio nublado,6,Sureste,138.2,20220528T00,32,22,24.2905,-103.3936,0,Zacatecas,Juan Aldama,0.0,0.0,44.91,31.56,15.17,11.46,2022-05-28
55.19,Cielo nublado,6,Sur,193.44,20220529T00,32,22,24.2905,-103.3936,1,Zacatecas,Juan Aldama,6.76,90.23,44.59,31.24,14.13,12.8,2022-05-29
25.11,Medio nublado,6,Este,112.23,20220530T00,32,22,24.2905,-103.3936,2,Zacatecas,Juan Aldama,0.0,0.0,47.51,32.51,14.88,13.51,2022-05-30
13.36,Poco nuboso,6,Este,108.83,20220531T00,32,22,24.2905,-103.3936,3,Zacatecas,Juan Aldama,1.92,73.18,51.45,31.71,14.14,18.93,2022-05-31
53.24,Cielo nublado,6,Noreste,64.0,20220528T00,32,23,21.4115,-103.1192,0,Zacatecas,Juchipila,0.0,0.0,46.59,34.07,14.29,11.35,2022-05-28
43.54,Medio nublado,6,Sur,186.52,20220529T00,32,23,21.4115,-103.1192,1,Zacatecas,Juchipila,0.87,23.08,29.26,34.82,14.06,7.33,2022-05-29
25.22,Medio nublado,6,Sur,187.02,20220530T00,32,23,21.4115,-103.1192,2,Zacatecas,Juchipila,0.12,0.0,21.9,34.34,13.6,6.74,2022-05-30
31.03,Medio nublado,6,Noreste,63.6,20220531T00,32,23,21.4115,-103.1192,3,Zacatecas,Juchipila,1.82,74.62,41.68,34.61,14.11,11.6,2022-05-31
45.59,Medio nublado,6,Este,98.5,20220528T00,32,24,22.2722,-101.9866,0,Zacatecas,Loreto,0.0,0.0,49.65,29.01,13.88,18.4,2022-05-28
33.36,Medio nublado,6,Este,73.5,20220529T00,32,24,22.2722,-101.9866,1,Zacatecas,Loreto,0.0,0.0,52.3,30.13,15.6,13.74,2022-05-29
