cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien,day
95.71,Cielo cubierto,6,Este,71.51,20220528T00,20,369,16.8803,-96.7407,0,Oaxaca,Santa Catarina Quiané,0.19,0.0,13.0,22.83,14.74,5.94,2022-05-28
95.83,Cielo cubierto,6,Este,111.13,20220529T00,20,369,16.8803,-96.7407,1,Oaxaca,Santa Catarina Quiané,2.84,95.0,16.51,25.1,14.64,7.14,2022-05-29
95.83,Cielo cubierto,6,Sur,168.53,20220530T00,20,369,16.8803,-96.7407,2,Oaxaca,Santa Catarina Quiané,29.29,95.0,35.69,20.04,14.57,8.1,2022-05-30
91.67,Cielo cubierto,6,Sur,189.61,20220531T00,20,369,16.8803,-96.7407,3,Oaxaca,Santa Catarina Quiané,2.89,95.0,9.29,20.03,13.82,4.11,2022-05-31
95.72,Cielo cubierto,6,Este,80.35,20220528T00,20,375,17.0587,-96.684,0,Oaxaca,Santa Cruz Amilpas,0.7,20.0,14.06,22.57,14.16,5.47,2022-05-28
95.83,Cielo cubierto,6,Sureste,117.02,20220529T00,20,375,17.0587,-96.684,1,Oaxaca,Santa Cruz Amilpas,4.41,95.0,18.19,24.47,14.25,7.6,2022-05-29
95.83,Cielo cubierto,6,Sur,185.21,20220530T00,20,375,17.0587,-96.684,2,Oaxaca,Santa Cruz Amilpas,29.93,95.0,32.23,18.98,13.82,8.19,2022-05-30
91.66,Cielo cubierto,6,Suroeste,224.68,20220531T00,20,375,17.0587,-96.684,3,Oaxaca,Santa Cruz Amilpas,4.84,95.0,8.61,19.01,13.22,4.19,2022-05-31
93.15,Cielo cubierto,6,Este,81.14,20220528T00,20,383,17.3578,-97.5686,0,Oaxaca,Santa Cruz Tayata,1.04,95.0,19.13,22.87,9.98,9.78,2022-05-28
95.83,Cielo cubierto,6,Este,93.3,20220529T00,20,383,17.3578,-97.5686,1,Oaxaca,Santa Cruz Tayata,4.47,95.0,13.18,24.01,12.17,6.63,2022-05-29
95.83,Cielo cubierto,6,Este,69.81,20220530T00,20,383,17.3578,-97.5686,2,Oaxaca,Santa Cruz Tayata,3.07,95.0,16.38,20.35,11.74,6.51,2022-05-30
91.61,Cielo cubierto,6,Este,94.54,20220531T00,20,383,17.3578,-97.5686,3,Oaxaca,Santa Cruz Tayata,1.26,95.0,8.17,18.41,11.42,4.14,2022-05-31
95.73,Cielo cubierto,6,Noreste,60.0,20220528T00,20,389,16.8087,-96.7563,0,Oaxaca,Santa Inés Yatzeche,0.21,0.0,14.85,22.97,14.88,6.6,2022-05-28
95.83,Cielo cubierto,6,Este,101.07,20220529T00,20,389,16.8087,-96.7563,1,Oaxaca,Santa Inés Yatzeche,3.7,95.0,15.79,25.05,14.87,6.78,2022-05-29
95.83,Cielo cubierto,6,Sureste,145.36,20220530T00,20,389,16.8087,-96.7563,2,Oaxaca,Santa Inés Yatzeche,32.19,95.0,35.84,20.66,14.92,8.19,2022-05-30
91.67,Cielo cubierto,6,Sureste,145.98,20220531T00,20,389,16.8087,-96.7563,3,Oaxaca,Santa Inés Yatzeche,2.94,95.0,9.22,21.18,14.36,3.82,2022-05-31
95.63,Cielo cubierto,6,Noreste,62.75,20220528T00,20,393,16.7422,-96.6804,0,Oaxaca,Santa Lucía Ocotlán,0.19,20.0,15.43,22.89,14.95,7.44,2022-05-28
95.83,Cielo cubierto,6,Este,96.52,20220529T00,20,393,16.7422,-96.6804,1,Oaxaca,Santa Lucía Ocotlán,4.51,95.0,15.35,24.5,15.0,7.47,2022-05-29
95.83,Cielo cubierto,6,Sur,162.13,20220530T00,20,393,16.7422,-96.6804,2,Oaxaca,Santa Lucía Ocotlán,40.86,95.0,38.36,20.36,14.96,8.92,2022-05-30
91.67,Cielo cubierto,6,Sureste,138.11,20220531T00,20,393,16.7422,-96.6804,3,Oaxaca,Santa Lucía Ocotlán,5.47,95.0,7.94,20.87,14.77,3.63,2022-05-31
93.54,Cielo cubierto,6,Este,104.17,20220528T00,20,396,18.1082,-96.8194,0,Oaxaca,Santa María la Asunción,8.73,95.0,13.26,23.76,15.64,4.54,2022-05-28
95.49,Cielo cubierto,6,Este,97.81,20220529T00,20,396,18.1082,-96.8194,1,Oaxaca,Santa María la Asunción,3.33,95.0,10.49,24.57,17.17,4.35,2022-05-29
95.83,Cielo cubierto,6,Este,83.26,20220530T00,20,396,18.1082,-96.8194,2,Oaxaca,Santa María la Asunción,22.16,95.0,9.54,19.58,16.55,4.28,2022-05-30
91.6,Cielo cubierto,6,Sureste,136.41,20220531T00,20,396,18.1082,-96.8194,3,Oaxaca,Santa María la Asunción,9.62,95.0,8.28,18.4,16.1,3.26,2022-05-31
95.73,Cielo cubierto,6,Este,75.4,20220528T00,20,403,16.9672,-96.7067,0,Oaxaca,Santa María Coyotepec,0.1,20.0,13.23,22.38,14.56,5.96,2022-05-28
95.83,Cielo cubierto,6,Sureste,112.63,20220529T00,20,403,16.9672,-96.7067,1,Oaxaca,Santa María Coyotepec,3.66,95.0,17.33,24.61,14.54,7.7,2022-05-29
95.83,Cielo cubierto,6,Sur,177.24,20220530T00,20,403,16.9672,-96.7067,2,Oaxaca,Santa María Coyotepec,31.32,95.0,32.96,19.38,14.35,8.38,2022-05-30
91.67,Cielo cubierto,6,Sur,194.45,20220531T00,20,403,16.9672,-96.7067,3,Oaxaca,Santa María Coyotepec,3.75,95.0,8.42,19.49,13.75,3.99,2022-05-31
95.76,Cielo cubierto,6,Este,75.18,20220528T00,20,409,17.0467,-96.6366,0,Oaxaca,Santa María del Tule,0.72,80.0,13.44,21.79,13.97,5.86,2022-05-28
95.83,Cielo cubierto,6,Este,111.41,20220529T00,20,409,17.0467,-96.6366,1,Oaxaca,Santa María del Tule,5.65,95.0,17.68,23.77,14.18,7.8,2022-05-29
95.83,Cielo cubierto,6,Sur,172.77,20220530T00,20,409,17.0467,-96.6366,2,Oaxaca,Santa María del Tule,34.84,95.0,29.65,18.58,13.74,8.4,2022-05-30
91.66,Cielo cubierto,6,Sur,200.64,20220531T00,20,409,17.0467,-96.6366,3,Oaxaca,Santa María del Tule,5.8,95.0,7.83,18.74,13.21,3.82,2022-05-31
95.79,Cielo cubierto,6,Este,71.44,20220528T00,20,411,17.0009,-96.6028,0,Oaxaca,Santa María Guelacé,0.44,95.0,12.66,21.21,14.22,6.43,2022-05-28
95.83,Cielo cubierto,6,Este,106.71,20220529T00,20,411,17.0009,-96.6028,1,Oaxaca,Santa María Guelacé,5.68,95.0,17.78,23.46,14.36,8.29,2022-05-29
95.83,Cielo cubierto,6,Sur,167.01,20220530T00,20,411,17.0009,-96.6028,2,Oaxaca,Santa María Guelacé,39.99,95.0,27.51,18.35,13.83,8.8,2022-05-30
91.67,Cielo cubierto,6,Sur,170.67,20220531T00,20,411,17.0009,-96.6028,3,Oaxaca,Santa María Guelacé,5.94,95.0,6.81,18.77,13.65,3.4,2022-05-31
93.77,Cielo cubierto,6,Este,84.07,20220528T00,20,434,18.1667,-96.9551,0,Oaxaca,Santa Marí Teopoxco,5.98,95.0,17.82,25.44,15.05,6.63,2022-05-28
95.38,Cielo cubierto,6,Este,89.97,20220529T00,20,434,18.1667,-96.9551,1,Oaxaca,Santa Marí Teopoxco,2.28,95.0,12.22,25.78,17.14,5.62,2022-05-29
95.83,Cielo cubierto,6,Este,85.31,20220530T00,20,434,18.1667,-96.9551,2,Oaxaca,Santa Marí Teopoxco,15.93,95.0,10.29,20.69,16.27,4.38,2022-05-30
91.27,Cielo cubierto,6,Sureste,126.55,20220531T00,20,434,18.1667,-96.9551,3,Oaxaca,Santa Marí Teopoxco,7.08,95.0,8.69,18.76,15.75,3.62,2022-05-31
95.33,Cielo cubierto,6,Este,92.13,20220528T00,20,436,17.7129,-97.0667,0,Oaxaca,Santa Marí Texcatitlán,0.89,80.0,20.39,25.36,12.27,7.64,2022-05-28
95.83,Cielo cubierto,6,Este,68.21,20220529T00,20,436,17.7129,-97.0667,1,Oaxaca,Santa Marí Texcatitlán,6.21,95.0,14.34,25.7,14.15,6.01,2022-05-29
95.83,Cielo cubierto,6,Este,106.44,20220530T00,20,436,17.7129,-97.0667,2,Oaxaca,Santa Marí Texcatitlán,12.32,95.0,14.59,19.89,14.0,7.16,2022-05-30
91.43,Cielo cubierto,6,Este,99.8,20220531T00,20,436,17.7129,-97.0667,3,Oaxaca,Santa Marí Texcatitlán,4.01,95.0,11.81,17.84,13.43,4.54,2022-05-31
95.83,Cielo cubierto,6,Suroeste,205.43,20220528T00,20,442,17.2405,-96.2628,0,Oaxaca,Santa Marí Yalina,3.14,95.0,9.8,17.8,13.3,3.53,2022-05-28
95.83,Cielo cubierto,6,Este,106.41,20220529T00,20,442,17.2405,-96.2628,1,Oaxaca,Santa Marí Yalina,8.48,95.0,8.2,20.1,14.2,3.0,2022-05-29
95.83,Cielo cubierto,6,Noreste,24.4,20220530T00,20,442,17.2405,-96.2628,2,Oaxaca,Santa Marí Yalina,61.44,95.0,17.7,16.2,13.3,5.26,2022-05-30
91.67,Cielo cubierto,6,Suroeste,245.67,20220531T00,20,442,17.2405,-96.2628,3,Oaxaca,Santa Marí Yalina,8.33,95.0,8.3,15.8,13.5,3.15,2022-05-31
95.69,Cielo cubierto,6,Noreste,61.8,20220528T00,20,444,16.8768,-97.5053,0,Oaxaca,Santa Marí Yolotepec,4.1,95.0,16.77,26.85,13.51,7.04,2022-05-28
95.77,Cielo cubierto,6,Este,106.21,20220529T00,20,444,16.8768,-97.5053,1,Oaxaca,Santa Marí Yolotepec,6.2,95.0,11.97,26.1,13.69,6.2,2022-05-29
95.83,Cielo cubierto,6,Sureste,126.1,20220530T00,20,444,16.8768,-97.5053,2,Oaxaca,Santa Marí Yolotepec,14.08,95.0,15.03,22.95,13.45,5.4,2022-05-30
90.44,Cielo cubierto,6,Sureste,153.12,20220531T00,20,444,16.8768,-97.5053,3,Oaxaca,Santa Marí Yolotepec,17.26,95.0,7.3,22.75,13.7,3.34,2022-05-31
95.27,Cielo cubierto,6,Noreste,61.25,20220528T00,20,493,17.4603,-97.3197,0,Oaxaca,Santiago Tillo,0.43,95.0,26.04,22.4,9.17,11.42,2022-05-28
95.8,Cielo cubierto,6,Este,70.75,20220529T00,20,493,17.4603,-97.3197,1,Oaxaca,Santiago Tillo,5.02,95.0,17.1,24.3,11.54,8.09,2022-05-29
95.83,Cielo cubierto,6,Noreste,67.17,20220530T00,20,493,17.4603,-97.3197,2,Oaxaca,Santiago Tillo,6.94,95.0,27.35,19.01,11.78,8.73,2022-05-30
91.57,Cielo cubierto,6,Noreste,43.68,20220531T00,20,493,17.4603,-97.3197,3,Oaxaca,Santiago Tillo,1.21,95.0,11.5,17.57,11.76,5.46,2022-05-31
95.83,Cielo cubierto,6,Sureste,153.38,20220528T00,20,503,17.2206,-96.2421,0,Oaxaca,Santiago Zoochila,3.78,95.0,10.64,18.11,13.78,4.6,2022-05-28
95.83,Cielo cubierto,6,Este,106.48,20220529T00,20,503,17.2206,-96.2421,1,Oaxaca,Santiago Zoochila,9.92,95.0,8.66,20.01,14.39,3.88,2022-05-29
95.83,Cielo cubierto,6,Este,91.59,20220530T00,20,503,17.2206,-96.2421,2,Oaxaca,Santiago Zoochila,63.91,95.0,20.47,16.39,13.78,6.27,2022-05-30
91.67,Cielo cubierto,6,Sur,197.24,20220531T00,20,503,17.2206,-96.2421,3,Oaxaca,Santiago Zoochila,8.8,95.0,8.2,16.34,13.94,3.42,2022-05-31
95.77,Cielo cubierto,6,Este,69.13,20220528T00,20,510,16.9139,-97.5319,0,Oaxaca,Santo Domingo Ixcatlán,5.02,95.0,16.16,27.15,13.68,6.75,2022-05-28
95.83,Cielo cubierto,6,Sureste,113.33,20220529T00,20,510,16.9139,-97.5319,1,Oaxaca,Santo Domingo Ixcatlán,7.47,95.0,11.9,26.17,13.93,5.99,2022-05-29
95.83,Cielo cubierto,6,Sureste,135.33,20220530T00,20,510,16.9139,-97.5319,2,Oaxaca,Santo Domingo Ixcatlán,13.82,95.0,14.19,23.26,13.57,5.1,2022-05-30
90.37,Cielo cubierto,6,Sur,158.4,20220531T00,20,510,16.9139,-97.5319,3,Oaxaca,Santo Domingo Ixcatlán,21.15,95.0,6.92,23.18,13.98,3.25,2022-05-31
95.63,Cielo cubierto,6,Noreste,39.92,20220528T00,20,538,16.351,-96.5326,0,Oaxaca,Sitio de Xitlapehua,1.78,95.0,19.56,23.74,14.24,9.47,2022-05-28
95.83,Cielo cubierto,6,Noreste,59.4,20220529T00,20,538,16.351,-96.5326,1,Oaxaca,Sitio de Xitlapehua,23.63,95.0,10.86,21.4,14.16,5.37,2022-05-29
95.83,Cielo cubierto,6,Sureste,154.99,20220530T00,20,538,16.351,-96.5326,2,Oaxaca,Sitio de Xitlapehua,155.74,95.0,61.78,17.91,13.79,12.1,2022-05-30
91.67,Cielo cubierto,6,Sur,202.21,20220531T00,20,538,16.351,-96.5326,3,Oaxaca,Sitio de Xitlapehua,7.93,95.0,6.14,20.85,14.47,2.7,2022-05-31
95.7,Cielo cubierto,6,Este,68.1,20220528T00,20,539,17.1717,-96.8208,0,Oaxaca,Soledad Etla,0.38,20.0,14.09,20.87,12.79,5.65,2022-05-28
95.77,Cielo cubierto,6,Este,100.04,20220529T00,20,539,17.1717,-96.8208,1,Oaxaca,Soledad Etla,7.67,95.0,13.01,24.42,13.52,5.83,2022-05-29
95.83,Cielo cubierto,6,Sur,177.79,20220530T00,20,539,17.1717,-96.8208,2,Oaxaca,Soledad Etla,25.36,95.0,29.21,18.5,13.28,7.9,2022-05-30
91.53,Cielo cubierto,6,Suroeste,236.97,20220531T00,20,539,17.1717,-96.8208,3,Oaxaca,Soledad Etla,3.09,95.0,10.08,18.76,12.4,5.14,2022-05-31
94.84,Cielo cubierto,6,Noreste,59.1,20220528T00,20,542,16.567,-96.7536,0,Oaxaca,Taniche,0.08,0.0,23.94,25.15,14.96,9.87,2022-05-28
95.83,Cielo cubierto,6,Este,78.58,20220529T00,20,542,16.567,-96.7536,1,Oaxaca,Taniche,4.01,95.0,13.21,24.11,14.92,7.13,2022-05-29
95.83,Cielo cubierto,6,Sur,190.12,20220530T00,20,542,16.567,-96.7536,2,Oaxaca,Taniche,44.12,95.0,50.82,20.74,15.23,9.76,2022-05-30
91.67,Cielo cubierto,6,Sureste,150.4,20220531T00,20,542,16.567,-96.7536,3,Oaxaca,Taniche,13.53,95.0,8.5,23.1,15.66,3.22,2022-05-31
95.71,Cielo cubierto,6,Este,71.51,20220528T00,20,555,16.9212,-96.7653,0,Oaxaca,Trinidad Zaachila,0.19,0.0,13.0,22.83,14.74,5.94,2022-05-28
95.83,Cielo cubierto,6,Este,111.13,20220529T00,20,555,16.9212,-96.7653,1,Oaxaca,Trinidad Zaachila,2.84,95.0,16.51,25.1,14.64,7.14,2022-05-29
95.83,Cielo cubierto,6,Sur,168.53,20220530T00,20,555,16.9212,-96.7653,2,Oaxaca,Trinidad Zaachila,29.29,95.0,35.69,20.04,14.57,8.1,2022-05-30
91.67,Cielo cubierto,6,Sur,189.61,20220531T00,20,555,16.9212,-96.7653,3,Oaxaca,Trinidad Zaachila,2.89,95.0,9.29,20.03,13.82,4.11,2022-05-31
95.83,Cielo cubierto,6,Este,77.9,20220528T00,20,556,17.7726,-97.5058,0,Oaxaca,La Trinidad Vista Hermosa,0.51,95.0,36.4,24.6,9.8,16.09,2022-05-28
90.98,Cielo cubierto,6,Este,86.7,20220529T00,20,556,17.7726,-97.5058,1,Oaxaca,La Trinidad Vista Hermosa,3.58,95.0,25.3,25.4,12.4,10.85,2022-05-29
95.83,Cielo cubierto,6,Este,68.9,20220530T00,20,556,17.7726,-97.5058,2,Oaxaca,La Trinidad Vista Hermosa,3.5,95.0,27.1,20.6,12.0,9.31,2022-05-30
90.85,Cielo cubierto,6,Este,71.56,20220531T00,20,556,17.7726,-97.5058,3,Oaxaca,La Trinidad Vista Hermosa,1.24,95.0,15.8,20.2,10.7,7.28,2022-05-31
94.81,Cielo cubierto,6,Noreste,63.85,20220528T00,20,562,17.3851,-97.355,0,Oaxaca,Magdalena Yodocono de Porfirio Díaz,0.27,95.0,24.21,22.69,9.53,10.85,2022-05-28
95.79,Cielo cubierto,6,Este,71.62,20220529T00,20,562,17.3851,-97.355,1,Oaxaca,Magdalena Yodocono de Porfirio Díaz,4.1,95.0,15.97,24.29,11.77,7.93,2022-05-29
95.83,Cielo cubierto,6,Este,68.12,20220530T00,20,562,17.3851,-97.355,2,Oaxaca,Magdalena Yodocono de Porfirio Díaz,6.79,95.0,25.11,19.41,11.77,8.28,2022-05-30
91.58,Cielo cubierto,6,Noreste,50.83,20220531T00,20,562,17.3851,-97.355,3,Oaxaca,Magdalena Yodocono de Porfirio Díaz,0.96,95.0,10.84,18.19,12.01,5.3,2022-05-31
86.68,Cielo cubierto,6,Sureste,122.8,20220528T00,21,29,20.064,-97.6066,0,Puebla,Caxhuacan,1.8,95.0,16.68,28.2,12.75,7.82,2022-05-28
81.98,Cielo cubierto,6,Sureste,127.75,20220529T00,21,29,20.064,-97.6066,1,Puebla,Caxhuacan,0.29,95.0,16.81,28.05,13.92,6.36,2022-05-29
92.92,Cielo cubierto,6,Sureste,140.65,20220530T00,21,29,20.064,-97.6066,2,Puebla,Caxhuacan,11.21,95.0,11.51,27.45,14.48,5.39,2022-05-30
89.73,Cielo cubierto,6,Sureste,145.05,20220531T00,21,29,20.064,-97.6066,3,Puebla,Caxhuacan,6.49,95.0,8.25,21.96,14.04,3.94,2022-05-31
82.68,Cielo cubierto,6,Sureste,129.89,20220528T00,21,30,20.0621,-97.7323,0,Puebla,Coatepec,2.0,95.0,16.92,28.03,12.74,8.3,2022-05-28
86.43,Cielo cubierto,6,Sureste,134.26,20220529T00,21,30,20.0621,-97.7323,1,Puebla,Coatepec,0.47,95.0,15.25,28.29,13.91,6.41,2022-05-29
91.74,Cielo cubierto,6,Sureste,140.42,20220530T00,21,30,20.0621,-97.7323,2,Puebla,Coatepec,8.95,95.0,12.39,27.22,14.52,4.88,2022-05-30
88.48,Cielo cubierto,6,Sureste,148.82,20220531T00,21,30,20.0621,-97.7323,3,Puebla,Coatepec,7.67,95.0,7.39,21.89,14.13,3.83,2022-05-31
92.66,Cielo cubierto,6,Este,106.04,20220528T00,21,33,18.7832,-98.7205,0,Puebla,Cohuecan,0.34,0.0,27.33,28.38,15.07,8.11,2022-05-28
94.05,Cielo cubierto,6,Sureste,128.98,20220529T00,21,33,18.7832,-98.7205,1,Puebla,Cohuecan,0.08,0.0,20.68,26.42,15.33,6.78,2022-05-29
95.83,Cielo cubierto,6,Sureste,124.09,20220530T00,21,33,18.7832,-98.7205,2,Puebla,Cohuecan,0.96,95.0,25.61,25.88,16.03,7.32,2022-05-30
90.93,Cielo cubierto,6,Sureste,143.58,20220531T00,21,33,18.7832,-98.7205,3,Puebla,Cohuecan,12.31,95.0,21.12,22.13,13.77,5.83,2022-05-31
84.86,Cielo cubierto,6,Noreste,66.35,20220528T00,21,38,18.9169,-97.8253,0,Puebla,Cuapiaxtla de Madero,0.0,0.0,33.92,25.84,10.87,13.32,2022-05-28
94.4,Cielo cubierto,6,Este,89.1,20220529T00,21,38,18.9169,-97.8253,1,Puebla,Cuapiaxtla de Madero,0.0,0.0,21.76,25.91,12.59,8.67,2022-05-29
95.82,Cielo cubierto,6,Este,74.0,20220530T00,21,38,18.9169,-97.8253,2,Puebla,Cuapiaxtla de Madero,1.03,80.0,27.56,25.33,13.47,10.56,2022-05-30
90.91,Cielo cubierto,6,Noreste,64.88,20220531T00,21,38,18.9169,-97.8253,3,Puebla,Cuapiaxtla de Madero,1.28,95.0,21.59,21.34,12.62,9.29,2022-05-31
88.22,Cielo cubierto,6,Sureste,133.34,20220528T00,21,60,19.142,-98.4575,0,Puebla,Domingo Arenas,0.54,20.0,18.48,19.01,6.04,9.8,2022-05-28
92.68,Cielo cubierto,6,Sur,174.42,20220529T00,21,60,19.142,-98.4575,1,Puebla,Domingo Arenas,0.14,80.0,13.42,17.45,7.21,6.19,2022-05-29
93.27,Cielo cubierto,6,Sureste,153.24,20220530T00,21,60,19.142,-98.4575,2,Puebla,Domingo Arenas,1.39,95.0,17.03,17.67,7.4,7.52,2022-05-30
90.83,Cielo cubierto,6,Sureste,156.12,20220531T00,21,60,19.142,-98.4575,3,Puebla,Domingo Arenas,12.49,95.0,19.9,14.25,6.06,8.1,2022-05-31
86.77,Cielo cubierto,6,Sur,200.48,20220528T00,21,80,20.014,-97.6241,0,Puebla,Atlequizayan,1.87,95.0,14.75,26.37,11.38,7.75,2022-05-28
82.1,Cielo cubierto,6,Sureste,117.97,20220529T00,21,80,20.014,-97.6241,1,Puebla,Atlequizayan,0.33,95.0,14.44,26.48,12.76,5.99,2022-05-29
93.62,Cielo cubierto,6,Sureste,129.79,20220530T00,21,80,20.014,-97.6241,2,Puebla,Atlequizayan,11.07,95.0,11.28,25.8,13.26,4.89,2022-05-30
89.95,Cielo cubierto,6,Sureste,137.03,20220531T00,21,80,20.014,-97.6241,3,Puebla,Atlequizayan,5.95,95.0,8.55,20.86,12.88,4.03,2022-05-31
89.1,Cielo cubierto,6,Este,87.47,20220528T00,21,90,19.1107,-98.329,0,Puebla,Juan C. Bonilla,0.4,20.0,20.82,22.37,8.85,10.12,2022-05-28
89.0,Cielo cubierto,6,Sureste,154.72,20220529T00,21,90,19.1107,-98.329,1,Puebla,Juan C. Bonilla,0.09,20.0,17.16,21.21,10.28,6.5,2022-05-29
94.34,Cielo cubierto,6,Este,108.06,20220530T00,21,90,19.1107,-98.329,2,Puebla,Juan C. Bonilla,1.25,40.0,19.03,21.0,10.07,8.09,2022-05-30
91.16,Cielo cubierto,6,Sureste,136.09,20220531T00,21,90,19.1107,-98.329,3,Puebla,Juan C. Bonilla,9.88,95.0,20.39,18.51,9.08,7.96,2022-05-31
86.07,Cielo cubierto,6,Sureste,134.31,20220528T00,21,91,20.2121,-98.0021,0,Puebla,Juan Galindo,1.31,95.0,17.83,28.24,13.58,8.38,2022-05-28
83.14,Cielo cubierto,6,Sureste,132.62,20220529T00,21,91,20.2121,-98.0021,1,Puebla,Juan Galindo,0.18,95.0,18.41,28.76,14.84,6.42,2022-05-29
88.31,Cielo cubierto,6,Sureste,149.39,20220530T00,21,91,20.2121,-98.0021,2,Puebla,Juan Galindo,5.45,95.0,15.11,27.76,15.83,5.31,2022-05-30
86.15,Cielo cubierto,6,Sureste,148.97,20220531T00,21,91,20.2121,-98.0021,3,Puebla,Juan Galindo,13.29,95.0,7.41,21.76,14.64,4.6,2022-05-31
75.28,Cielo nublado,6,Noreste,23.96,20220528T00,21,117,19.2254,-97.8046,0,Puebla,Rafael Lara Grajales,0.02,0.0,33.86,23.81,6.67,14.84,2022-05-28
93.2,Cielo cubierto,6,Noreste,57.84,20220529T00,21,117,19.2254,-97.8046,1,Puebla,Rafael Lara Grajales,0.2,0.0,23.93,23.04,8.9,7.97,2022-05-29
95.83,Cielo cubierto,6,Noreste,47.3,20220530T00,21,117,19.2254,-97.8046,2,Puebla,Rafael Lara Grajales,2.38,95.0,21.48,23.85,10.1,9.42,2022-05-30
91.05,Cielo cubierto,6,Noreste,27.18,20220531T00,21,117,19.2254,-97.8046,3,Puebla,Rafael Lara Grajales,1.98,95.0,26.96,19.13,9.65,13.23,2022-05-31
89.55,Cielo cubierto,6,Sureste,120.16,20220528T00,21,126,19.0144,-98.401,0,Puebla,San Jerónimo Tecuanipan,0.62,80.0,21.12,23.36,10.18,9.52,2022-05-28
90.96,Cielo cubierto,6,Sur,181.1,20220529T00,21,126,19.0144,-98.401,1,Puebla,San Jerónimo Tecuanipan,0.13,80.0,16.2,21.79,11.08,6.62,2022-05-29
95.81,Cielo cubierto,6,Sureste,134.06,20220530T00,21,126,19.0144,-98.401,2,Puebla,San Jerónimo Tecuanipan,1.25,80.0,18.26,21.86,11.02,7.83,2022-05-30
91.54,Cielo cubierto,6,Sureste,149.24,20220531T00,21,126,19.0144,-98.401,3,Puebla,San Jerónimo Tecuanipan,13.32,95.0,18.48,18.86,10.04,7.32,2022-05-31
88.58,Cielo cubierto,6,Noreste,53.89,20220528T00,21,136,19.1683,-98.3097,0,Puebla,San Miguel Xoxtla,0.13,0.0,22.17,24.01,9.38,10.93,2022-05-28
87.25,Cielo cubierto,6,Sureste,122.16,20220529T00,21,136,19.1683,-98.3097,1,Puebla,San Miguel Xoxtla,0.12,80.0,19.1,23.11,11.0,6.55,2022-05-29
93.42,Cielo cubierto,6,Este,80.49,20220530T00,21,136,19.1683,-98.3097,2,Puebla,San Miguel Xoxtla,1.22,80.0,21.01,22.86,10.77,8.35,2022-05-30
90.92,Cielo cubierto,6,Sureste,122.69,20220531T00,21,136,19.1683,-98.3097,3,Puebla,San Miguel Xoxtla,8.84,95.0,20.94,20.63,9.92,8.47,2022-05-31
84.53,Cielo cubierto,6,Este,81.72,20220528T00,21,201,18.65,-98.3435,0,Puebla,Xochiltepec,0.05,0.0,29.28,33.14,17.37,12.11,2022-05-28
91.41,Cielo cubierto,6,Este,107.79,20220529T00,21,201,18.65,-98.3435,1,Puebla,Xochiltepec,0.05,20.0,29.91,30.82,18.06,7.89,2022-05-29
95.77,Cielo cubierto,6,Este,107.74,20220530T00,21,201,18.65,-98.3435,2,Puebla,Xochiltepec,0.05,60.0,33.2,29.82,18.78,9.11,2022-05-30
91.28,Cielo cubierto,6,Sureste,146.02,20220531T00,21,201,18.65,-98.3435,3,Puebla,Xochiltepec,8.61,95.0,17.02,27.05,17.2,6.23,2022-05-31
85.97,Cielo cubierto,6,Noreste,29.29,20220528T00,29,1,19.3503,-98.1696,0,Tlaxcala,Amaxac de Guerrero,0.0,0.0,24.07,24.05,7.19,11.78,2022-05-28
85.03,Cielo cubierto,6,Noreste,27.5,20220529T00,29,1,19.3503,-98.1696,1,Tlaxcala,Amaxac de Guerrero,0.51,80.0,16.85,24.01,9.29,6.61,2022-05-29
92.16,Cielo cubierto,6,Noreste,23.04,20220530T00,29,1,19.3503,-98.1696,2,Tlaxcala,Amaxac de Guerrero,4.58,95.0,18.23,24.06,9.25,8.58,2022-05-30
89.66,Cielo cubierto,6,Este,74.81,20220531T00,29,1,19.3503,-98.1696,3,Tlaxcala,Amaxac de Guerrero,5.49,95.0,21.37,20.95,9.15,9.99,2022-05-31
85.97,Cielo cubierto,6,Noreste,29.29,20220528T00,29,18,19.3345,-98.1679,0,Tlaxcala,Contla de Juan Cuamatzi,0.0,0.0,24.07,24.05,7.19,11.78,2022-05-28
85.03,Cielo cubierto,6,Noreste,27.5,20220529T00,29,18,19.3345,-98.1679,1,Tlaxcala,Contla de Juan Cuamatzi,0.51,80.0,16.85,24.01,9.29,6.61,2022-05-29
92.16,Cielo cubierto,6,Noreste,23.04,20220530T00,29,18,19.3345,-98.1679,2,Tlaxcala,Contla de Juan Cuamatzi,4.58,95.0,18.23,24.06,9.25,8.58,2022-05-30
89.66,Cielo cubierto,6,Este,74.81,20220531T00,29,18,19.3345,-98.1679,3,Tlaxcala,Contla de Juan Cuamatzi,5.49,95.0,21.37,20.95,9.15,9.99,2022-05-31
87.08,Cielo cubierto,6,Noreste,37.01,20220528T00,29,22,19.2247,-98.2008,0,Tlaxcala,Acuamanala de Miguel Hidalgo,0.0,0.0,25.23,25.29,9.39,11.98,2022-05-28
86.67,Cielo cubierto,6,Este,88.47,20220529T00,29,22,19.2247,-98.2008,1,Tlaxcala,Acuamanala de Miguel Hidalgo,0.34,95.0,18.77,25.0,11.22,6.77,2022-05-29
